Words,Percent Increase
zionist,0.02632678646050982
zionists,0.014208106978687839
zog,0.00961136648558295
amp,0.00961136648558295
us,0.00961136648558295
israel,0.008775595486836606
jews,0.007521938988717091
know,0.005014625992478061
jewish,0.00459674049310489
like,0.004178854993731718
think,0.0037609694943585457
dont,0.0037609694943585457
american,0.0037609694943585457
control,0.0037609694943585457
apartheid,0.0037609694943585457
palestine,0.0037609694943585457
want,0.003343083994985374
trump,0.003343083994985374
white,0.003343083994985374
people,0.003343083994985374
one,0.003343083994985374
america,0.0029251984956122023
land,0.0029251984956122023
war,0.0029251984956122023
state,0.0029251984956122023
government,0.0029251984956122023
get,0.0029251984956122023
media,0.0029251984956122023
course,0.0025073129962390303
jew,0.0025073129962390303
israeli,0.0025073129962390303
bds,0.0025073129962390303
united,0.0025073129962390303
make,0.0025073129962390303
usa,0.0025073129962390303
world,0.0025073129962390303
every,0.002089427496865859
long,0.002089427496865859
tell,0.002089427496865859
beirut,0.002089427496865859
support,0.002089427496865859
black,0.002089427496865859
states,0.002089427496865859
conspiracy,0.002089427496865859
east,0.002089427496865859
arab,0.002089427496865859
rabbi,0.002089427496865859
call,0.002089427496865859
group,0.002089427496865859
help,0.002089427496865859
going,0.002089427496865859
look,0.002089427496865859
terrorist,0.002089427496865859
even,0.002089427496865859
cant,0.002089427496865859
2,0.002089427496865859
wars,0.001671541997492687
u,0.001671541997492687
n,0.001671541997492687
power,0.001671541997492687
working,0.001671541997492687
endless,0.001671541997492687
e,0.001671541997492687
supported,0.001671541997492687
since,0.001671541997492687
president,0.001671541997492687
yet,0.001671541997492687
behind,0.001671541997492687
would,0.001671541997492687
decades,0.001671541997492687
god,0.001671541997492687
lost,0.001671541997492687
believe,0.001671541997492687
russia,0.001671541997492687
propaganda,0.001671541997492687
says,0.001671541997492687
everyone,0.001671541997492687
theyre,0.001671541997492687
hes,0.001671541997492687
agent,0.001671541997492687
syria,0.001671541997492687
global,0.001671541997492687
oil,0.0012536564981195152
trillions,0.0012536564981195152
right,0.0012536564981195152
day,0.0012536564981195152
palestinian,0.0012536564981195152
ur,0.0012536564981195152
racist,0.0012536564981195152
regime,0.0012536564981195152
also,0.0012536564981195152
always,0.0012536564981195152
explosion,0.0012536564981195152
take,0.0012536564981195152
im,0.0012536564981195152
talk,0.0012536564981195152
lebanese,0.0012536564981195152
bolsheviks,0.0012536564981195152
posted,0.0012536564981195152
kurdish,0.0012536564981195152
full,0.0012536564981195152
party,0.0012536564981195152
back,0.0012536564981195152
controlled,0.0012536564981195152
ago,0.0012536564981195152
time,0.0012536564981195152
narrative,0.0012536564981195152
corbynist,0.0012536564981195152
taxpayers,0.0012536564981195152
years,0.0012536564981195152
force,0.0012536564981195152
story,0.0012536564981195152
ha,0.0012536564981195152
german,0.0012536564981195152
problems,0.0012536564981195152
foreign,0.0012536564981195152
germany,0.0012536564981195152
today,0.0012536564981195152
man,0.0012536564981195152
stooges,0.0012536564981195152
r,0.0012536564981195152
others,0.0012536564981195152
funny,0.0012536564981195152
first,0.0012536564981195152
didnt,0.0012536564981195152
fuck,0.0012536564981195152
funding,0.0012536564981195152
europe,0.0012536564981195152
true,0.0012536564981195152
create,0.0012536564981195152
doesnt,0.0012536564981195152
heart,0.0012536564981195152
joe,0.0012536564981195152
matter,0.0012536564981195152
much,0.0012536564981195152
anything,0.0012536564981195152
racism,0.0012536564981195152
creepy,0.0012536564981195152
congress,0.0012536564981195152
cube,0.0012536564981195152
nations,0.0012536564981195152
see,0.0012536564981195152
military,0.0012536564981195152
system,0.0012536564981195152
zionism,0.0012536564981195152
sea,0.0012536564981195152
care,0.0012536564981195152
nazi,0.0012536564981195152
say,0.0012536564981195152
attacks,0.0012536564981195152
attention,0.0008357709987463436
person,0.0008357709987463436
supremacist,0.0008357709987463436
divide,0.0008357709987463436
north,0.0008357709987463436
come,0.0008357709987463436
entire,0.0008357709987463436
1948,0.0008357709987463436
areas,0.0008357709987463436
number,0.0008357709987463436
means,0.0008357709987463436
supporting,0.0008357709987463436
killed,0.0008357709987463436
illuminati,0.0008357709987463436
understand,0.0008357709987463436
ppl,0.0008357709987463436
literally,0.0008357709987463436
western,0.0008357709987463436
behalf,0.0008357709987463436
probably,0.0008357709987463436
choked,0.0008357709987463436
here’s,0.0008357709987463436
spanked,0.0008357709987463436
1,0.0008357709987463436
human,0.0008357709987463436
lobby,0.0008357709987463436
times,0.0008357709987463436
agendas,0.0008357709987463436
domestic,0.0008357709987463436
appears,0.0008357709987463436
words,0.0008357709987463436
powerful,0.0008357709987463436
isreal,0.0008357709987463436
run,0.0008357709987463436
planet,0.0008357709987463436
6,0.0008357709987463436
100,0.0008357709987463436
uk,0.0008357709987463436
aipac,0.0008357709987463436
free,0.0008357709987463436
kill,0.0008357709987463436
antisemitism,0.0008357709987463436
israhell,0.0008357709987463436
used,0.0008357709987463436
antiwhite,0.0008357709987463436
nonsense,0.0008357709987463436
obama,0.0008357709987463436
house,0.0008357709987463436
y’all,0.0008357709987463436
news,0.0008357709987463436
month,0.0008357709987463436
hate,0.0008357709987463436
congos,0.0008357709987463436
illegal,0.0008357709987463436
fact,0.0008357709987463436
coming,0.0008357709987463436
high,0.0008357709987463436
muslims,0.0008357709987463436
needs,0.0008357709987463436
real,0.0008357709987463436
yellow,0.0008357709987463436
badge,0.0008357709987463436
congo,0.0008357709987463436
b,0.0008357709987463436
nazis,0.0008357709987463436
s,0.0008357709987463436
generation,0.0008357709987463436
religious,0.0008357709987463436
channel,0.0008357709987463436
damn,0.0008357709987463436
lie,0.0008357709987463436
respect,0.0008357709987463436
nation,0.0008357709987463436
siege,0.0008357709987463436
progressive,0.0008357709987463436
good,0.0008357709987463436
hezbollah,0.0008357709987463436
new,0.0008357709987463436
2017,0.0008357709987463436
still,0.0008357709987463436
become,0.0008357709987463436
shows,0.0008357709987463436
around,0.0008357709987463436
countries,0.0008357709987463436
occupy,0.0008357709987463436
another,0.0008357709987463436
aug,0.0008357709987463436
bilderberg,0.0008357709987463436
hire,0.0008357709987463436
regularly,0.0008357709987463436
proud,0.0008357709987463436
especially,0.0008357709987463436
abortion,0.0008357709987463436
poor,0.0008357709987463436
rothschild,0.0008357709987463436
blacklivesmatter,0.0008357709987463436
crimes,0.0008357709987463436
3rd,0.0008357709987463436
decade,0.0008357709987463436
palestinianslivesmatter,0.0008357709987463436
please,0.0008357709987463436
trying,0.0008357709987463436
tens,0.0008357709987463436
bad,0.0008357709987463436
colonized,0.0008357709987463436
china,0.0008357709987463436
british,0.0008357709987463436
political,0.0008357709987463436
governments,0.0008357709987463436
mediterranean,0.0008357709987463436
waiting,0.0008357709987463436
lebanon,0.0008357709987463436
settlements,0.0008357709987463436
due,0.0008357709987463436
occupation,0.0008357709987463436
stuff,0.0008357709987463436
animals,0.0008357709987463436
lord,0.0008357709987463436
two,0.0008357709987463436
freepalestine,0.0008357709987463436
dozens,0.0008357709987463436
secret,0.0008357709987463436
politicians,0.0008357709987463436
watches,0.0008357709987463436
could,0.0008357709987463436
try,0.0008357709987463436
must,0.0008357709987463436
european,0.0008357709987463436
loyal,0.0008357709987463436
proof,0.0008357709987463436
belongs,0.0008357709987463436
policy,0.0008357709987463436
netanyahu,0.0008357709987463436
place,0.0008357709987463436
stop,0.0008357709987463436
speaking,0.0008357709987463436
networks,0.0008357709987463436
allow,0.0008357709987463436
slave,0.0008357709987463436
century,0.0008357709987463436
masses,0.0008357709987463436
twitter,0.0008357709987463436
likes,0.0008357709987463436
everything,0.0008357709987463436
occupied,0.0008357709987463436
wife,0.0008357709987463436
former,0.0008357709987463436
demolish,0.0008357709987463436
chris,0.0008357709987463436
well,0.0008357709987463436
go,0.0008357709987463436
came,0.0008357709987463436
terror,0.0008357709987463436
class,0.0008357709987463436
african,0.0008357709987463436
guy,0.0008357709987463436
