Words,Percent Increase
money,3.4482758620689653
rat,2.586206896551724
model,1.7241379310344827
people,1.7241379310344827
using,1.7241379310344827
likes,1.7241379310344827
nobody,1.7241379310344827
jewish,1.7241379310344827
ok,1.7241379310344827
bankers,1.7241379310344827
zionist,1.7241379310344827
joe,1.7241379310344827
creepy,1.7241379310344827
chabad,0.8620689655172413
jew,0.8620689655172413
trying,0.8620689655172413
imagine,0.8620689655172413
guys,0.8620689655172413
even,0.8620689655172413
dimanstein,0.8620689655172413
semyon,0.8620689655172413
rabbi,0.8620689655172413
purge,0.8620689655172413
former,0.8620689655172413
chairman,0.8620689655172413
including,0.8620689655172413
1930s,0.8620689655172413
late,0.8620689655172413
person,0.8620689655172413
great,0.8620689655172413
murdered,0.8620689655172413
members,0.8620689655172413
dead,0.8620689655172413
listen,0.8620689655172413
nan,0.8620689655172413
nowplaying,0.8620689655172413
control,0.8620689655172413
greedy,0.8620689655172413
beliefs,0.8620689655172413
antisemitic,0.8620689655172413
basic,0.8620689655172413
one,0.8620689655172413
etc,0.8620689655172413
harry,0.8620689655172413
hungry,0.8620689655172413
implications,0.8620689655172413
multiple,0.8620689655172413
pincher,0.8620689655172413
penny,0.8620689655172413
gtgt,0.8620689655172413
live,0.8620689655172413
22,0.8620689655172413
plug,0.8620689655172413
da,0.8620689655172413
scarfo,0.8620689655172413
many,0.8620689655172413
state,0.8620689655172413
disturbing,0.8620689655172413
defund,0.8620689655172413
trump,0.8620689655172413
spew,0.8620689655172413
attempting,0.8620689655172413
street,0.8620689655172413
wall,0.8620689655172413
behalf,0.8620689655172413
security,0.8620689655172413
social,0.8620689655172413
attempted,0.8620689655172413
means,0.8620689655172413
over,0.8620689655172413
repeatedly,0.8620689655172413
biden,0.8620689655172413
public,0.8620689655172413
inform,0.8620689655172413
helped,0.8620689655172413
yet,0.8620689655172413
any,0.8620689655172413
also,0.8620689655172413
jews,0.8620689655172413
deeply,0.8620689655172413
surveillance,0.8620689655172413
globally,0.8620689655172413
nwo,0.8620689655172413
replicated,0.8620689655172413
police,0.8620689655172413
tech,0.8620689655172413
high,0.8620689655172413
driven,0.8620689655172413
ai,0.8620689655172413
super,0.8620689655172413
fuelling,0.8620689655172413
dictatorial,0.8620689655172413
less,0.8620689655172413
soul,0.8620689655172413
godless,0.8620689655172413
chinese,0.8620689655172413
decades,0.8620689655172413
growth,0.8620689655172413
chinas,0.8620689655172413
everything,0.8620689655172413
