Words,Percent Appearance
zionist,0.021834061135371178
jews,0.020586400499064253
israel,0.011228945726762321
amp,0.008733624454148471
jewish,0.008733624454148471
people,0.008109794135995009
jew,0.008109794135995009
like,0.006238303181534623
look,0.004990642545227698
black,0.004990642545227698
hebrew,0.004990642545227698
got,0.004366812227074236
way,0.004366812227074236
think,0.0037429819089207735
one,0.0037429819089207735
zionists,0.0037429819089207735
hitler,0.0037429819089207735
good,0.0037429819089207735
know,0.0037429819089207735
rabbi,0.0037429819089207735
antisemitism,0.0031191515907673115
would,0.0031191515907673115
media,0.0031191515907673115
thing,0.0031191515907673115
person,0.0031191515907673115
zog,0.0031191515907673115
back,0.0031191515907673115
real,0.002495321272613849
ever,0.002495321272613849
years,0.002495321272613849
slave,0.002495321272613849
going,0.002495321272613849
dead,0.002495321272613849
even,0.002495321272613849
also,0.002495321272613849
better,0.002495321272613849
talking,0.002495321272613849
lies,0.002495321272613849
today,0.002495321272613849
children,0.002495321272613849
something,0.002495321272613849
get,0.002495321272613849
1,0.002495321272613849
dont,0.002495321272613849
really,0.002495321272613849
never,0.002495321272613849
yes,0.0018714909544603868
words,0.0018714909544603868
retweet,0.0018714909544603868
2,0.0018714909544603868
exist,0.0018714909544603868
tribe,0.0018714909544603868
state,0.0018714909544603868
say,0.0018714909544603868
palestinian,0.0018714909544603868
wait,0.0018714909544603868
grimm,0.0018714909544603868
youre,0.0018714909544603868
live,0.0018714909544603868
ben,0.0018714909544603868
exactly,0.0018714909544603868
story,0.0018714909544603868
holocaust,0.0018714909544603868
class,0.0018714909544603868
hate,0.0018714909544603868
propaganda,0.0018714909544603868
tweet,0.0018714909544603868
im,0.0018714909544603868
said,0.0018714909544603868
defending,0.0018714909544603868
arab,0.0018714909544603868
always,0.0018714909544603868
disabled,0.0018714909544603868
says,0.0018714909544603868
literally,0.0018714909544603868
want,0.0018714909544603868
mean,0.0018714909544603868
still,0.0018714909544603868
i’m,0.0018714909544603868
right,0.0018714909544603868
white,0.0018714909544603868
beautiful,0.0018714909544603868
6,0.0018714909544603868
read,0.0018714909544603868
woman,0.0018714909544603868
another,0.0018714909544603868
coming,0.0018714909544603868
india,0.0018714909544603868
child,0.0018714909544603868
term,0.0018714909544603868
new,0.0012476606363069245
though,0.0012476606363069245
smart,0.0012476606363069245
der,0.0012476606363069245
we’re,0.0012476606363069245
mom,0.0012476606363069245
kid,0.0012476606363069245
next,0.0012476606363069245
married,0.0012476606363069245
theres,0.0012476606363069245
emily,0.0012476606363069245
fascism,0.0012476606363069245
thousand,0.0012476606363069245
body,0.0012476606363069245
four,0.0012476606363069245
supporting,0.0012476606363069245
show,0.0012476606363069245
hope,0.0012476606363069245
someone,0.0012476606363069245
dalia,0.0012476606363069245
fed,0.0012476606363069245
huge,0.0012476606363069245
amount,0.0012476606363069245
israel”,0.0012476606363069245
questioned,0.0012476606363069245
sethrogen,0.0012476606363069245
antizionism,0.0012476606363069245
marvel,0.0012476606363069245
shes,0.0012476606363069245
